"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"519",760,"SYR20955",20955,"06-February-2018",2018,1,"Battle-no change 
of territory","Military Forces of Turkey (2016-)","Operation Olive Branch",8,"YPG: Peoples Protection Units","HXP: Self-Defense Forces",2,28,"Middle East","Syria","Aleppo",NA,NA,"Raju",36.677,36.664,2,"SOHR: SOHR_http://www.syriahr.com/en/?p=84319","Other-local","Turkish forces shelled areas in the Raju sub-district of northern Afrin as clashes took place between Turkish and allied Olive Branch forces against YPG and Self-Defense Forces in areas between the boundary of Raju and Sheikh Hadid sub-districts. Clashes were accompanied by exchange of shelling, where a large number of faction fighters were injured by YPG shelling. Fatalities reported on both sides with the unknown number coded as 10 and split, 5 each, between the 2 sub-districts.",5,1546889239,"Middle East"
"520",356,"IND36486",36486,"10-September-2018",2018,1,"Riots/Protests","Protesters (India)","INC: Indian National Congress",6,NA,NA,0,60,"Southern Asia","India","Kerala","Alappuzha",NA,"Alappuzha",9.49,76.326,1,"The Hindu","National","On September 10, in Alappuzha city (Alappuzha, Kerala), Congress activists staged demonstrations during the Bharat Bandh against a hike in diesel and petrol prices.",0,1542756336,"Asia"
"521",760,"SYR49064",49064,"14-November-2018",2018,1,"Battle-no change 
of territory","Islamic State (Syria)",NA,2,"QSD: Syrian Democratic Forces",NA,2,22,"Middle East","Syria","Ar-Raqqa",NA,NA,"Ar-Raqqa",35.943,39.052,1,"LiveUMap: LiveUMap_https://isis.liveuamap.com/en/2018/15-november-amaq-reported-that-is-assassinated-sdf-intelligence; LiveUMap_https://twitter.com/RisboLensky/status/1063125112004767744; LiveUMap_https://syria.liveuamap.com/en/2018/14-november-today-members-of-the-sdf-conducted-an-operation; LiveUMap_https://twitter.com/SDF_MOACC/status/1062718813496532993","Other-Local","According to IS's Amaq news agency, IS assassinated 1 QSD intelligence operative in Ar-Raqqa city, later identified as Sheikh Basheer Al-Huwaidi.",1,1543551994,"Middle East"
"522",4,"AFG13545",13545,"26-August-2018",2018,1,"Remote violence","NATO: North Atlantic Treaty Organization","Military Forces of United States",8,"Taliban",NA,2,28,"Southern Asia","Afghanistan","Paktia","Zurmat",NA,"Zurmat",33.438,69.028,2,"Khaama Press","National","On 26-August-2018, 3 Taliban militants were killed and 3 wounded in airstrikes conducted by US forces near the Zurmat district of Paktia province.",3,1542398982,"Asia"
"523",356,"IND29739",29739,"16-April-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,"Police Forces of India (2014-)",NA,1,16,"Southern Asia","India","Kerala","Kasaragod",NA,"Vidyanagar",12.517,75.012,1,"Deccan Chronicle","National","On April 16, in Vidyanagar (Kasaragod, Kerala), the police lathicharged demonstrators blocking vehicles during the dawn-to-dusk hartal called by the social-media groups in protest against the rape and murder of an eight-year-old girl in Kathua, Jammu.",0,1542756331,"Asia"
"524",4,"AFG13013",13013,"03-August-2018",2018,1,"Battle-no change 
of territory","Military Forces of Afghanistan (2004-)",NA,1,"Taliban and/or Islamic State (Afghanistan)",NA,2,12,"Southern Asia","Afghanistan","Paktika","Barmal",NA,"Barmal",32.708,69.278,2,"Afghan Ministry of Defense","National","Afghan military forces targeted suspected Taliban and/or IS militants with air and ground raids in Barmal District, Paktia Province over 24 hours, as reported on Aug 4. 2 militants were killed. An AK47, 3 hand grenades, 2 Pakistani ID cards, and some ammo were also seized.",2,1536022731,"Asia"
"525",368,"IRQ5765",5765,"10-February-2018",2018,1,"Battle-no change 
of territory","Islamic State (Iraq)",NA,2,"Police Forces of Iraq (2014-)",NA,1,12,"Middle East","Iraq","Kirkuk",NA,NA,"Wadi an Naft",35.378,44.053,1,"Amaq (Telegram messaging application in Arabic)","Other-subnational","On Feb 10, a member of the police forces was killed and another injured in the area of Wadi al-Naft (Valley of Oil), east of Hawija, southwest of Kirkuk.",1,1524053823,"Middle East"
"526",586,"PAK39099",39099,"26-January-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","APHC: All Parties Hurriyat Conference",6,NA,NA,0,60,"Southern Asia","Pakistan","Federal Capital Territory","Islamabad",NA,"Islamabad",33.721,73.043,1,"Balochistan Times","Subnational","On January 26th, members of the All Parties Hurriyat Conference Azad Jammu and Kashmir staged a protest demonstration outside the Indian High Commission in Islamabad to mark India's Republic Day as a Black Day.",0,1542756383,"Asia"
"527",586,"PAK38725",38725,"02-January-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar",NA,"Peshawar",34.022,72.002,1,"The News International","National","On January 2nd, members of the Defence of Pakistan Council held a protest demonstration outside the Peshawar Press Club against the ban on donation collection for Jamaat-ud-Dawa.",0,1542756383,"Asia"
"528",356,"IND26159",26159,"20-January-2018",2018,1,"Riots/Protests","Rioters (India)","Rajput Caste Group (India)",5,NA,NA,0,50,"Southern Asia","India","Gujarat","Bhavnagar",NA,"Bhavnagar",21.774,72.152,1,"The Hindu","National","On January 20, in Bhavnagar, in protest against the Padmaavat film, Rajput activists set tires on fire on various highways.",0,1546889913,"Asia"
"529",586,"PAK39216",39216,"01-February-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Kashmore",NA,"Ghauspur",28.139,69.083,1,"Dawn","National","On February 1st, locals staged a protest demonstration in Ghauspur after Mir Hazar Khan Bijarani, Minister for Planning and Development, was shot dead along with his wife. It is unclear whether the deaths were the result of murder or suicide, although the protesters believed the former.",0,1542756383,"Asia"
"530",682,"SAU1429",1429,"10-February-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,8,"Military Forces of Saudi Arabia (2015-)","Militia (Pro-Government)",1,18,"Middle East","Saudi Arabia","Jizan",NA,NA,"Ash Shabakah",16.782,43.23,1,"Yemen News Agency (SABA)","National","Also in Jizan, artillery and missile shelling targeted gatherings of Saudi soldiers and mercenaries in Mustahdath-Nashaw site located near near As Sahhar, sites of Shabaka, Mataan and Kamer village in Jizan governorate.",0,1536022732,"Middle East"
"531",108,"BUR7701",7701,"13-February-2018",2018,1,"Strategic development","CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction)",NA,3,NA,NA,0,30,"Eastern Africa","Burundi","Rutana","Giharo",NA,"Giharo",-3.779,30.235,1,"local sources","Local","Property destruction: On 13 February, five Imbonerakure destroyed the house of a resident of Rutamba Hill in the Muzye area in Giharo commune of Rutana province. They accuse the resident of ignoring a call to join the CNDD-FDD party.",0,1546559514,"Africa"
"532",356,"IND40096",40096,"15-November-2018",2018,1,"Riots/Protests","Rioters (India)","Teachers (India)",5,"Police Forces of India (2014-)","Police Forces of India (2014-) Rapid Action Force",1,15,"Southern Asia","India","Jharkhand","Ranchi",NA,"Ranchi",23.343,85.309,1,"Telegraph (India)","National","On November 15, para-teachers clashed with security forces (RAF and police) at Morabadi area in Ranchi city (Ranchi district, Jharkhand), as they staged a demonstration to demand regularisation of their jobs. The teachers pelted stones and shoes at the police, who in turn resorted to lathicharge and tear gas shells. At least a dozen people were injured.",0,1542726256,"Asia"
"533",356,"IND26956",26956,"08-February-2018",2018,1,"Riots/Protests","Protesters (India)","Teachers (India)",6,NA,NA,0,60,"Southern Asia","India","Tamil Nadu","Vellore",NA,"Vellore",12.918,79.132,1,"The Hindu","National","On February 8, in Vellore, Thiruvalluvar University Members of the Association of University Teachers, zone III and Thiruvalluvar University Employees Union observed a day-long fast urging the State government to act on several representations submitted on 'rampant corrupt practices' in Thiruvalluvar University",0,1542756329,"Asia"
"534",231,"ETH5057",5057,"19-December-2018",2018,1,"Remote violence","Unidentified Armed Group (Ethiopia)",NA,3,"Civilians (Ethiopia)",NA,7,37,"Eastern Africa","Ethiopia","Benshangul-Gumaz","Asosa",NA,"Tongo",9.304,34.395,2,"BBC News","International","19 December: In Mao-Komo special woreda, Tongo town (approx. coordinates used based on humanitarian map), eight civilians were killid when the public minibus hit planted landmine. No group has claimed responsibe for it.",8,1546892124,"Africa"
"535",887,"YEM25431",25431,"11-November-2018",2018,1,"Battle-no change 
of territory","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East","Yemen","Marib",NA,NA,"Qaniyah",14.571,45.27,1,"Khabar News Agency","National","Houthi forces attacked anti-Houthi fighters in the Qaniyah area in Mahliyah district, Marib governorate, in an attempt to retake the areas they had lost recently. Anti-Houthi forces were able to repell the attack, killing 12 Houthi soldiers and injuring others.",12,1542671212,"Middle East"
"536",356,"IND32744",32744,"01-July-2018",2018,1,"Riots/Protests","Protesters (India)","Hindu Group (India); Sikh Group (India); Students (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Ludhiana",NA,"Ludhiana",30.912,75.854,1,"The Tribune","Subnational","On July 1, members of the Hindu Sikh Jagriti Sena staged a protest march that started at Clock Tower and ended at Jagron Bridge in Ludhiana city (Ludhiana, Punjab) against the drug menace in the state. PAU students protested at Bharat Nagar Chowk for the same reason.",0,1542756333,"Asia"
"537",4,"AFG11100",11100,"01-July-2018",2018,2,"Riots/Protests","Protesters (Afghanistan)",NA,6,NA,NA,0,60,"Southern Asia","Afghanistan","Helmand","Lashkargah",NA,"Lashkargah",31.594,64.372,1,"BBC Monitoring; Afghanistan Television","National-International","A number of civil society activists gathered and closed the door of the provincial Independent Election Commission Office in protest against its poor performance, as reported on July 1.",0,1542756286,"Asia"
"538",760,"SYR22924",22924,"02-March-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force",1,"Civilians (Syria)","Syrian Civil Defense",7,17,"Middle East","Syria","Rural Damascus",NA,NA,"Duma",33.571,36.405,1,"SOHR; SHAM; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=86045; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-02-03-2018.html; Undisclosed Source","Other-Local","The Syrian army shelled Duma city in Rural Damascus in conjunction with regime airstrikes on the same city which led to the killing of 7 civilians and the injury of several others. Conflicting sources indicate that 13 civilians were killed and 21 wounded, including a Civil Defense member.",7,1543860567,"Middle East"
"539",586,"PAK43863",43863,"26-August-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Jamshoro",NA,"Sehwan Sharif",26.419,67.859,3,"Daily Regional Times","Subnational","On Aug 26, residents of Lucky Shah Sadar (near Sehwan Sharif, Jamshoro, Sindh) staged a protest demonstration against water shortage and use of substandard material in development work in their area.",0,1542756387,"Asia"
"540",368,"IRQ6335",6335,"24-April-2018",2018,1,"Battle-no change 
of territory","PKK: Kurdistan Workers Party",NA,2,"Military Forces of Turkey (2016-)",NA,8,28,"Middle East","Iraq","Erbil",NA,NA,"Barzan",36.927,44.045,2,"Yaqein","Subnational","On Apr 24, PKK militants killed five Turkish soldiers in the Barqi mountain area, near Barzan.",5,1525124671,"Middle East"
"541",887,"YEM9410",9410,"13-March-2018",2018,1,"Battle-no change 
of territory","Military Forces of Yemen (2012-)","Operation Restoring Hope",1,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,11,"Middle East","Yemen","Al Jawf",NA,NA,"Jabal Ham al Asfal",16.341,44.584,1,"September 26 News Website","Subnational","Pro-Hadi forces reportedly clashed with Houthi fighters in Sakkiya, Maslub and Jabal Ham of Maton districts of Jawf province, leading to ""deaths and injuries"" among their ranks. Unknown fatalities coded as 10 and spread across 2 locations. The source later clarified that the battles included gunfights, artillery shelling and aerial bombardments by Saudi-led coalition forces. fighting, shelling, and",5,1524053816,"Middle East"
"542",4,"AFG10550",10550,"08-June-2018",2018,1,"Battle-no change 
of territory","Taliban",NA,2,"Police Forces of Afghanistan (2004-)",NA,1,12,"Southern Asia","Afghanistan","Paktika","Sar Hawza",NA,"Sar Hawza",33.118,69.016,2,"Pajhwok Afghan News","National","Taliban militants attacked a border police post in the Sar Hawza District, Paktika Province on the night of June 8. 5 border police were killed and another wounded; 4 were taken hostage.",5,1528751633,"Asia"
"543",760,"SYR33707",33707,"05-June-2018",2018,1,"Remote violence","Global Coalition Against Daesh",NA,8,"Civilians (Syria)",NA,7,78,"Middle East","Syria","Deir-ez-Zor",NA,NA,"Baghuz",34.432,40.992,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=94346","Other-Local","International Coalition warplanes struck the town of Baghuz which killed at least three civilians and injuring others.",3,1544460613,"Middle East"
"544",760,"SYR20958",20958,"06-February-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Syria (2000-)",NA,1,"Islamic State (Syria)",NA,2,12,"Middle East","Syria","Aleppo",NA,NA,"Salihiyah",35.556,37.285,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/6-february-syrian-army-control-umm-ajj-ad-daqq-salihiyah; LiveUMap_https://twitter.com/SyriaWar2/status/960873105722834944","Other-local","Regime forces gained control of Salihiyah town in northern Hama, likely following clashes with IS. No fatalities reported.",0,1543551981,"Middle East"
"545",760,"SYR21135",21135,"08-February-2018",2018,1,"Remote violence","Allied Syrian and/or Russian Forces","Military Forces of Syria (2000-)",1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Rural Damascus",NA,NA,"Harasta",33.564,36.371,1,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=84444; SOHR_http://www.syriahr.com/en/?p=84426; LiveUMap_https://syria.liveuamap.com/en/2018/8-february-smoke-rising-in-residential-areas-of-harasta-in; LiveUMap_https://twitter.com/Press_Alaaahmad/status/961523631984701440; LiveUMap_https://syria.liveuamap.com/en/2018/8-february-government-forces-target-the-areas-of-duma-harasta; LiveUMap_https://twitter.com/HalabTodayTV/status/961525899115057152","Other-local","Syrian or Russian warplanes carried out six raids on the city of Harasta while regime forces fired at least 5 ground-to-ground missiles which injured several civilians. No fatalities were reported.",0,1543860568,"Middle East"
"546",760,"SYR49735",49735,"29-November-2018",2018,1,"Strategic development","Civilians (Syria)","Refugees/IDPs (Syria)",7,"Military Forces of Syria (2000-)",NA,0,70,"Middle East","Syria","Idleb",NA,NA,"Tah",35.541,36.726,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=107840","Other-Local","Displacement: An unknown number of civilians were displaced from Tah and other areas in the eastern and southeastern countryside of Idleb as a result of regime shelling of the area.",0,1543875491,"Middle East"
"547",760,"SYR46480",46480,"11-September-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"Al-Janabrah",35.411,36.459,1,"SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-11-09-2018.html","Other-Local","Regime forces shelled the village of al-Janabrah with no injuries or fatalities reported.",0,1546901876,"Middle East"
"548",275,"PSE1632",1632,"09-March-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)",NA,5,58,"Middle East","Palestine","Gaza Strip",NA,NA,"Gaza",31.5,34.467,3,"Xinhua","International","Clashes broke out Friday afternoon in the Gaza Strip between Palestinian demonstrators and Israeli soldiers, after calls made by various Palestinian factions.",0,1524053817,"Middle East"
